Block_ID,total_students,sch_BESSIE_RHODES,sch_CHUTE,sch_DAWES,sch_DEWEY,sch_HAVEN,sch_KINGLAB,sch_KINGSLEY,sch_LINCOLN,sch_LINCOLNWOOD,sch_NICHOLS,sch_OAKTON,sch_ORRINGTON,sch_WALKER,sch_WASHINGTON,sch_WILLARD,g_K_2,g_3_5,g_6_8,twi_ENG,twi_OTHER,twi_SPAN,race_BLACK,race_HISPANIC,race_MULTI,race_OTHER,race_WHITE,frl
619,9,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,4,0,0,1,2,2,1,0,3,2
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
622,43,4,3,0,0,0,5,0,9,0,15,7,0,0,0,0,13,12,18,0,3,6,13,6,4,1,19,20
623,19,3,6,0,0,0,0,0,4,0,0,6,0,0,0,0,6,7,6,2,6,0,3,0,2,4,10,11
624,9,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,4,0,0,1,2,2,1,0,3,2
625,35,2,12,2,0,0,1,0,0,0,0,16,1,0,1,0,12,12,12,1,2,15,10,12,3,0,10,26
626,54,2,7,2,1,0,3,0,3,0,2,20,2,10,2,0,15,27,12,0,13,4,36,11,2,0,5,43
627,66,4,12,9,0,1,1,0,2,0,3,28,0,0,6,0,29,20,17,5,9,8,29,16,2,2,17,57
628,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
629,7,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,2,2,0,0,0,1,0,0,0,6,1
630,20,2,4,0,1,1,3,0,0,0,3,6,0,0,0,0,8,4,10,1,3,0,2,2,1,2,14,0
631,22,0,9,0,0,0,6,0,0,0,0,2,2,0,3,0,6,5,11,0,0,1,6,4,5,0,7,13
632,11,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,2,4,6,0,0,1,1,1,1,1,7,0
633,16,0,6,0,0,0,0,0,1,0,1,7,0,0,1,0,6,3,7,0,0,0,0,0,0,0,16,0
634,11,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,2,4,6,0,0,1,1,1,1,1,7,0
635,26,0,10,0,0,0,2,0,0,0,0,10,0,0,4,0,9,7,10,6,0,0,10,4,1,0,11,8
636,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
637,11,0,0,0,0,0,0,0,0,0,1,4,0,4,2,0,6,4,1,4,3,2,0,2,1,4,4,0
638,10,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,6,2,2,0,0,0,1,0,0,2,8,1
639,10,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,6,2,2,0,0,0,1,0,0,2,8,1
640,75,2,0,0,0,1,0,0,50,0,21,0,0,0,1,0,26,26,23,0,8,2,14,13,10,4,34,27
641,17,0,0,0,0,0,0,0,13,2,2,0,0,0,0,0,11,4,2,0,2,0,0,0,4,0,13,4
642,57,0,0,0,0,0,0,0,24,0,32,0,0,0,1,0,11,14,32,1,2,0,7,11,7,2,30,10
643,15,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,3,6,6,0,0,0,0,2,0,0,13,0
644,49,1,0,0,2,0,4,0,27,0,13,0,0,0,2,0,17,16,16,2,4,3,2,8,7,7,25,1
645,44,0,0,0,0,0,0,0,29,0,15,0,0,0,0,0,14,15,15,0,3,1,0,1,4,2,37,0
646,107,0,2,0,2,1,4,0,65,0,29,0,0,0,4,0,40,35,32,1,8,1,11,16,18,13,49,28
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,1
650,12,0,0,0,9,0,0,0,1,0,2,0,0,0,0,0,5,5,2,0,1,0,3,1,0,3,5,7
651,10,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,6,4,0,0,2,0,0,4,0,4,2,0
652,21,0,0,0,14,0,0,0,1,0,3,0,3,0,0,0,12,6,3,1,4,0,0,0,2,9,10,3
653,13,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,3,4,6,2,0,0,0,0,6,0,7,0
654,21,0,2,0,7,0,2,0,2,0,7,0,1,0,0,0,7,4,10,0,4,3,3,5,0,9,4,5
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,45,0,0,0,2,1,3,0,13,0,10,1,1,0,14,0,15,19,11,4,3,11,4,14,5,5,17,20
657,44,2,0,0,3,0,4,0,26,0,7,0,0,0,0,2,24,12,8,3,0,2,0,2,4,2,36,4
658,12,0,0,0,3,0,4,0,3,0,2,0,0,0,0,0,4,5,3,3,0,0,0,3,1,0,8,5
659,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,2,4,0,0,0,0,0,0,1,5,1
660,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,4,0
661,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,4,0
662,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
663,9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,5,1,0,0,0,1,0,3,0,4,1
664,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,2,4,0,0,0,0,0,0,1,5,1
665,22,0,0,0,1,0,1,0,5,0,11,0,0,0,4,0,5,5,12,3,0,2,4,4,8,0,6,4
666,5,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,2,2,1,0,2,1,0,2,0,0,2,2
667,17,0,0,0,0,0,2,0,8,0,7,0,0,0,0,0,5,3,9,0,0,0,0,4,6,0,7,0
668,9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,5,1,0,0,0,1,0,3,0,4,1
669,14,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,2,0,12,0
670,25,0,0,0,0,0,4,0,9,0,12,0,0,0,0,0,5,8,12,0,0,0,1,2,0,1,21,2
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,18,1,0,0,0,0,0,0,10,0,7,0,0,0,0,0,8,2,8,0,0,0,0,0,2,0,16,0
673,18,0,0,0,1,0,0,0,15,0,2,0,0,0,0,0,7,9,2,0,0,0,0,0,0,0,18,0
674,8,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,8,0
675,8,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,8,0
676,14,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,14,0
677,28,1,0,0,8,0,4,0,0,0,15,0,0,0,0,0,5,7,16,1,1,0,0,0,0,4,24,0
678,42,2,0,0,30,0,2,0,0,0,8,0,0,0,0,0,19,13,10,0,1,0,0,5,6,0,31,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
681,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
682,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
683,5,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,3,0
684,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
685,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
686,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,1,0,2,0,2,1,0
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,2,2,2,0,0,2
689,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,1,0,2,0,2,1,0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,34,5,7,1,0,0,5,0,0,2,1,9,2,0,2,0,4,18,12,1,2,1,9,2,6,0,17,8
695,21,0,1,0,0,1,0,0,0,3,0,9,4,2,1,0,7,12,2,1,2,4,4,4,6,4,3,15
696,18,1,1,0,0,0,1,0,0,0,5,10,0,0,0,0,8,4,6,3,0,3,2,3,6,0,7,4
697,17,2,0,0,0,0,0,0,2,0,4,0,0,0,9,0,6,6,5,1,4,0,0,0,11,0,6,4
698,10,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,2,4,4,0,0,0,0,0,2,0,8,2
699,20,1,0,0,0,0,2,0,8,0,2,0,0,5,2,0,9,8,3,2,9,0,6,6,0,0,8,14
700,12,2,4,0,0,0,2,0,0,0,0,2,0,0,2,0,1,7,4,2,0,0,0,4,6,0,2,4
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,61,0,1,2,7,0,2,0,22,0,18,4,0,0,5,0,19,23,19,4,2,12,13,29,7,0,12,54
703,46,0,0,0,4,0,5,0,17,0,13,6,0,0,1,0,17,14,15,0,1,10,6,13,5,0,22,31
704,17,1,0,0,0,0,2,0,5,0,9,0,0,0,0,0,5,3,9,0,0,0,2,5,6,0,4,6
705,17,0,3,0,0,0,4,0,0,0,0,10,0,0,0,0,6,5,6,2,0,0,0,0,4,0,13,2
706,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,1
707,6,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,1,1,0,1,3,0
708,11,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,1,1,9,0,1,0,0,0,2,1,8,4
709,15,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,2,1,4,3,2,6,0,5
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,11,0,0,0,6,1,0,0,0,0,1,0,3,0,0,0,5,4,2,0,2,0,0,4,0,0,7,0
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
716,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
717,21,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,9,4,8,5,0,0,2,5,0,2,12,3
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,5,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,3,0
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
723,24,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,8,4,12,0,0,0,0,2,6,0,16,0
724,34,0,0,0,15,2,0,0,0,0,5,0,7,1,4,0,12,15,7,4,1,0,0,0,10,1,23,2
725,20,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,8,6,6,0,0,0,0,0,0,1,20,0
726,11,0,0,0,0,2,1,0,0,0,0,0,8,0,0,0,5,3,3,0,0,0,0,0,4,0,7,0
727,31,0,0,0,0,7,2,0,0,0,0,0,22,0,0,0,9,13,9,0,2,0,0,2,10,0,19,2
728,12,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,6,4,0,0,0,0,0,1,1,12,1
729,12,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,6,4,0,0,0,0,0,1,1,12,1
730,53,0,0,0,0,16,0,0,0,1,0,0,36,0,0,0,17,20,16,0,0,0,0,0,2,6,45,0
731,22,0,0,0,1,5,0,0,0,0,0,0,16,0,0,0,12,5,5,0,0,0,0,3,0,0,19,0
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,32,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,16,9,7,0,0,0,0,0,0,0,32,0
734,13,0,0,0,0,4,0,0,0,1,0,0,8,0,0,0,2,7,4,0,0,0,0,0,0,0,13,0
735,17,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,2,9,6,0,0,0,0,0,0,0,17,0
736,28,0,0,0,2,9,0,0,0,0,0,0,17,0,0,0,12,7,9,2,0,1,0,5,2,0,21,0
737,22,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,4,10,8,0,1,0,0,0,0,0,22,0
738,31,0,0,0,19,1,0,0,0,0,4,0,7,0,0,0,13,13,5,2,2,0,4,0,0,10,17,0
739,20,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,8,6,6,0,0,0,0,0,0,1,20,0
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
744,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,10,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,1,6,3,0,0,0,0,0,0,0,10,0
747,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
748,14,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,7,3,4,0,0,0,2,1,0,1,10,0
749,25,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,10,8,6,0,0,0,0,0,2,2,22,0
750,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,21,0,12,7,0,0,0,0,0,0,0,2,0,0,0,0,1,8,12,0,0,0,5,4,4,0,8,6
753,17,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1,0,7,1,10,0,3,4,5
754,97,6,26,46,1,1,5,0,1,1,0,6,3,0,0,1,27,41,29,10,11,14,44,30,9,0,14,64
755,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,2,2,4,6,0,0,2,10
756,32,1,0,2,3,0,0,0,14,0,9,0,0,0,3,0,14,9,9,0,2,2,6,6,0,0,20,11
757,14,2,0,0,0,0,3,0,3,0,4,0,0,0,2,0,3,5,7,0,0,1,1,2,0,0,12,1
758,14,0,0,0,0,0,2,0,0,0,1,2,0,0,9,0,7,6,1,5,0,0,0,0,2,0,12,0
759,19,0,0,0,0,0,3,0,0,0,6,0,0,0,10,0,6,6,7,2,0,1,3,3,2,0,10,2
760,19,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,7,5,7,2,0,2,4,0,0,0,15,4
761,16,0,0,0,2,0,3,0,0,0,6,0,0,0,5,0,6,4,6,2,0,0,0,0,7,2,6,1
762,12,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,4,5,2,0,2,0,2,0,0,10,2
763,26,0,0,0,0,0,8,0,0,0,6,0,0,0,12,0,8,8,10,5,0,0,4,0,0,2,20,4
764,11,0,0,0,3,0,2,0,2,0,2,0,0,0,2,0,4,4,3,2,0,0,0,2,0,0,9,2
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,37,2,2,0,0,0,2,1,13,0,15,0,0,0,2,0,7,13,17,2,0,0,6,2,2,1,26,6
767,29,2,0,0,0,0,0,0,0,0,7,2,0,0,18,0,12,10,7,1,0,0,2,8,6,2,11,14
768,85,4,21,7,3,1,12,0,0,4,0,31,0,0,2,0,30,29,26,0,0,19,39,28,12,2,4,62
769,18,1,3,4,0,0,0,0,0,0,0,10,0,0,0,0,10,4,4,4,5,4,2,7,2,0,7,9
770,15,1,1,0,0,0,6,0,0,0,0,7,0,0,0,0,3,7,5,0,0,0,7,0,2,0,6,13
771,34,0,15,0,0,0,2,0,0,0,2,14,0,0,1,0,8,9,17,1,2,8,5,17,3,0,9,16
772,31,1,2,0,0,0,0,0,1,0,19,0,0,0,8,0,5,5,21,0,4,0,2,0,4,6,19,7
773,28,2,7,0,0,0,0,0,0,0,0,15,0,0,4,0,13,8,7,3,2,18,2,24,1,0,1,23
774,12,3,0,0,0,0,1,0,2,0,0,6,0,0,0,0,2,7,3,0,1,0,2,0,0,0,10,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
778,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
779,23,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,7,4,12,0,0,2,4,0,3,4,12,2
780,10,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,6,3,1,0,1,0,0,0,2,5,3,1
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,14,0,0,0,10,0,0,0,2,0,2,0,0,0,0,0,10,2,2,0,3,0,0,0,0,4,10,3
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,19,2,2,0,0,0,2,0,8,0,5,0,0,0,0,0,5,6,8,0,0,1,2,5,1,0,11,0
786,70,2,0,0,0,1,3,0,46,0,17,0,1,0,0,0,25,26,19,0,16,0,11,7,11,7,34,15
787,44,2,0,0,0,0,14,0,16,0,11,0,0,0,1,0,14,15,15,1,5,1,5,4,10,7,18,9
788,27,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,11,5,11,0,0,0,2,4,1,0,20,0
789,35,2,12,2,0,0,1,0,0,0,0,16,1,0,1,0,12,12,12,1,2,15,10,12,3,0,10,26
790,7,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,2,2,0,0,0,1,0,0,0,6,1
791,16,3,7,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,8,0,0,0,0,3,4,0,9,9
792,24,0,0,0,6,0,0,0,9,0,9,0,0,0,0,0,7,8,9,0,0,8,0,8,4,0,12,8
793,21,5,5,2,0,0,4,0,0,0,0,5,0,0,0,0,7,5,9,1,2,3,5,7,4,0,5,8
794,23,0,3,1,0,0,0,0,11,0,4,2,0,0,2,0,7,9,7,0,2,6,6,6,2,0,9,12
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,13,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,3,4,6,0,0,4,0,4,2,0,7,1
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,25,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,9,8,8,0,0,0,0,0,3,0,22,0
807,55,0,0,0,0,17,0,0,0,0,0,0,38,0,0,0,20,18,17,0,0,0,2,1,6,11,35,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
810,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,2,0,2,0,0,2,1,2
816,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,2,0,2,0,0,2,1,2
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,20,2,4,0,1,1,3,0,0,0,3,6,0,0,0,0,8,4,10,1,3,0,2,2,1,2,14,0
820,35,4,8,0,0,0,0,0,0,2,4,5,1,0,9,2,12,11,12,0,0,0,7,4,3,0,21,16
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,0,0,2,1
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
